Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
1:44 PM 2022-10-18,73.2 °F,58.0 °F,59 %,NW,2.5 mph,3.4 mph,30.18 in,0.00 in,0.00 in,4,412.5 w/m² 
1:49 PM 2022-10-18,73.2 °F,57.8 °F,58 %,WSW,2.2 mph,2.9 mph,30.18 in,0.00 in,0.00 in,3,407.7 w/m² 
1:54 PM 2022-10-18,73.2 °F,57.7 °F,58 %,WNW,2.6 mph,3.5 mph,30.17 in,0.00 in,0.00 in,4,433.8 w/m² 
1:59 PM 2022-10-18,73.0 °F,57.5 °F,58 %,WNW,1.0 mph,1.7 mph,30.17 in,0.00 in,0.00 in,4,433.3 w/m² 
2:04 PM 2022-10-18,73.3 °F,57.6 °F,58 %,West,2.0 mph,2.9 mph,30.17 in,0.00 in,0.00 in,3,404.7 w/m² 
2:09 PM 2022-10-18,73.6 °F,57.6 °F,57 %,NW,1.7 mph,2.4 mph,30.16 in,0.00 in,0.00 in,3,369.9 w/m² 
2:14 PM 2022-10-18,74.3 °F,58.1 °F,57 %,NNW,1.4 mph,1.8 mph,30.16 in,0.00 in,0.00 in,3,366 w/m² 
2:19 PM 2022-10-18,73.8 °F,57.7 °F,57 %,West,2.1 mph,2.8 mph,30.16 in,0.00 in,0.00 in,3,333.5 w/m² 
2:24 PM 2022-10-18,73.9 °F,57.3 °F,56 %,South,1.5 mph,2.4 mph,30.16 in,0.00 in,0.00 in,2,306.7 w/m² 
2:29 PM 2022-10-18,74.1 °F,57.4 °F,56 %,WSW,1.7 mph,2.6 mph,30.15 in,0.00 in,0.00 in,3,331.8 w/m² 
2:34 PM 2022-10-18,74.1 °F,58.0 °F,57 %,SSW,2.0 mph,2.8 mph,30.15 in,0.00 in,0.00 in,3,336.2 w/m² 
2:39 PM 2022-10-18,74.1 °F,58.2 °F,58 %,West,0.8 mph,1.3 mph,30.15 in,0.00 in,0.00 in,3,353.5 w/m² 
2:44 PM 2022-10-18,74.5 °F,57.9 °F,56 %,NW,1.7 mph,2.3 mph,30.15 in,0.00 in,0.00 in,3,364 w/m² 
2:49 PM 2022-10-18,74.1 °F,57.6 °F,56 %,WNW,2.3 mph,3.2 mph,30.15 in,0.00 in,0.00 in,3,317.5 w/m² 
2:54 PM 2022-10-18,73.7 °F,57.8 °F,58 %,West,2.5 mph,3.3 mph,30.15 in,0.00 in,0.00 in,2,293.2 w/m² 
2:59 PM 2022-10-18,74.0 °F,57.8 °F,57 %,WSW,2.8 mph,3.7 mph,30.15 in,0.00 in,0.00 in,2,295 w/m² 
3:04 PM 2022-10-18,74.0 °F,57.9 °F,57 %,West,1.7 mph,2.1 mph,30.15 in,0.00 in,0.00 in,2,292.4 w/m² 
3:09 PM 2022-10-18,74.5 °F,58.0 °F,57 %,NW,1.6 mph,2.2 mph,30.15 in,0.00 in,0.00 in,2,274.1 w/m² 
3:14 PM 2022-10-18,74.4 °F,57.6 °F,56 %,WNW,1.7 mph,2.4 mph,30.14 in,0.00 in,0.00 in,2,276.7 w/m² 
3:19 PM 2022-10-18,74.6 °F,58.0 °F,56 %,WNW,1.6 mph,2.1 mph,30.14 in,0.00 in,0.00 in,2,276.2 w/m² 
3:24 PM 2022-10-18,74.4 °F,58.0 °F,57 %,West,1.8 mph,2.4 mph,30.14 in,0.00 in,0.00 in,2,259 w/m² 
3:29 PM 2022-10-18,74.2 °F,57.8 °F,57 %,West,2.2 mph,2.6 mph,30.13 in,0.00 in,0.00 in,2,255.1 w/m² 
3:34 PM 2022-10-18,74.3 °F,57.8 °F,56 %,West,1.7 mph,2.2 mph,30.14 in,0.00 in,0.00 in,2,240.8 w/m² 
3:39 PM 2022-10-18,75.1 °F,58.3 °F,56 %,SW,0.8 mph,1.3 mph,30.13 in,0.00 in,0.00 in,2,242.8 w/m² 
3:44 PM 2022-10-18,75.5 °F,58.2 °F,55 %,NNW,2.1 mph,2.6 mph,30.13 in,0.00 in,0.00 in,2,206 w/m² 
3:49 PM 2022-10-18,74.8 °F,57.9 °F,56 %,NNW,1.0 mph,1.5 mph,30.13 in,0.00 in,0.00 in,2,212.5 w/m² 
3:54 PM 2022-10-18,75.5 °F,58.2 °F,55 %,SW,2.0 mph,2.8 mph,30.13 in,0.00 in,0.00 in,2,221.2 w/m² 
3:59 PM 2022-10-18,75.4 °F,58.2 °F,55 %,WSW,1.1 mph,1.6 mph,30.13 in,0.00 in,0.00 in,1,202.9 w/m² 
4:04 PM 2022-10-18,74.9 °F,58.0 °F,56 %,SSW,1.6 mph,2.2 mph,30.13 in,0.00 in,0.00 in,1,196.5 w/m² 
4:09 PM 2022-10-18,74.9 °F,57.9 °F,56 %,SW,2.0 mph,2.7 mph,30.12 in,0.00 in,0.00 in,1,181.3 w/m² 
4:14 PM 2022-10-18,74.8 °F,57.7 °F,55 %,WNW,2.2 mph,2.8 mph,30.12 in,0.00 in,0.00 in,1,169.6 w/m² 
4:19 PM 2022-10-18,75.0 °F,57.4 °F,54 %,SW,0.5 mph,0.7 mph,30.12 in,0.00 in,0.00 in,1,168.2 w/m² 
4:24 PM 2022-10-18,75.5 °F,57.6 °F,54 %,SSW,1.5 mph,2.2 mph,30.12 in,0.00 in,0.00 in,1,149.6 w/m² 
4:29 PM 2022-10-18,75.2 °F,57.7 °F,55 %,SW,1.4 mph,2.0 mph,30.12 in,0.00 in,0.00 in,1,137 w/m² 
4:34 PM 2022-10-18,74.8 °F,57.7 °F,56 %,WNW,1.7 mph,2.3 mph,30.12 in,0.00 in,0.00 in,1,133.9 w/m² 
4:39 PM 2022-10-18,74.8 °F,58.0 °F,56 %,WSW,1.1 mph,1.6 mph,30.12 in,0.00 in,0.00 in,1,122.3 w/m² 
4:44 PM 2022-10-18,74.8 °F,58.1 °F,56 %,WNW,0.8 mph,1.2 mph,30.12 in,0.00 in,0.00 in,1,110.6 w/m² 
4:49 PM 2022-10-18,74.9 °F,58.1 °F,56 %,SW,1.5 mph,2.1 mph,30.12 in,0.00 in,0.00 in,1,100.6 w/m² 
4:54 PM 2022-10-18,74.7 °F,58.2 °F,56 %,NW,1.0 mph,1.6 mph,30.11 in,0.00 in,0.00 in,0,95.8 w/m² 
4:59 PM 2022-10-18,74.5 °F,58.3 °F,57 %,West,1.9 mph,2.5 mph,30.11 in,0.00 in,0.00 in,0,92.7 w/m² 
5:04 PM 2022-10-18,74.2 °F,58.0 °F,57 %,NW,1.1 mph,1.6 mph,30.12 in,0.00 in,0.00 in,0,73.3 w/m² 
5:09 PM 2022-10-18,74.3 °F,58.1 °F,57 %,WSW,1.2 mph,1.8 mph,30.11 in,0.00 in,0.00 in,0,58.1 w/m² 
5:14 PM 2022-10-18,74.3 °F,58.4 °F,58 %,WSW,1.6 mph,2.2 mph,30.11 in,0.00 in,0.00 in,0,53.7 w/m² 
5:19 PM 2022-10-18,73.5 °F,58.7 °F,60 %,NW,0.6 mph,0.9 mph,30.11 in,0.00 in,0.00 in,0,52 w/m² 
5:24 PM 2022-10-18,73.2 °F,58.5 °F,60 %,West,0.9 mph,1.2 mph,30.11 in,0.00 in,0.00 in,0,47.2 w/m² 
5:29 PM 2022-10-18,72.9 °F,57.8 °F,59 %,WNW,0.7 mph,1.0 mph,30.11 in,0.00 in,0.00 in,0,42.9 w/m² 
5:34 PM 2022-10-18,72.7 °F,58.1 °F,60 %,NW,1.1 mph,1.5 mph,30.11 in,0.00 in,0.00 in,0,40.2 w/m² 
5:39 PM 2022-10-18,72.5 °F,57.9 °F,60 %,NW,0.8 mph,1.2 mph,30.11 in,0.00 in,0.00 in,0,36.3 w/m² 
5:44 PM 2022-10-18,72.3 °F,57.9 °F,60 %,NW,1.0 mph,1.2 mph,30.10 in,0.00 in,0.00 in,0,32.9 w/m² 
5:49 PM 2022-10-18,72.1 °F,57.9 °F,61 %,NW,0.5 mph,0.9 mph,30.10 in,0.00 in,0.00 in,0,30.7 w/m² 
5:54 PM 2022-10-18,72.1 °F,57.7 °F,61 %,WNW,1.1 mph,1.5 mph,30.11 in,0.00 in,0.00 in,0,26.8 w/m² 
5:59 PM 2022-10-18,71.9 °F,57.7 °F,61 %,NW,0.1 mph,0.3 mph,30.11 in,0.00 in,0.00 in,0,23.4 w/m² 
6:04 PM 2022-10-18,71.6 °F,57.9 °F,62 %,NNW,0.1 mph,0.4 mph,30.11 in,0.00 in,0.00 in,0,20.3 w/m² 
6:09 PM 2022-10-18,71.5 °F,57.8 °F,62 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,16.9 w/m² 
6:12 PM 2022-10-18,71.3 °F,58.2 °F,63 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,13.8 w/m² 
6:19 PM 2022-10-18,70.9 °F,57.7 °F,63 %,NW,0.2 mph,0.2 mph,30.10 in,0.00 in,0.00 in,0,9.9 w/m² 
6:24 PM 2022-10-18,70.9 °F,57.7 °F,63 %,NW,0.1 mph,0.2 mph,30.10 in,0.00 in,0.00 in,0,7.3 w/m² 
6:28 PM 2022-10-18,70.6 °F,57.7 °F,64 %,NW,0.0 mph,0.1 mph,30.10 in,0.00 in,0.00 in,0,4.3 w/m² 
6:34 PM 2022-10-18,70.1 °F,57.8 °F,65 %,NW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,2.1 w/m² 
6:39 PM 2022-10-18,69.8 °F,57.6 °F,65 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,1.2 w/m² 
6:44 PM 2022-10-18,69.4 °F,57.4 °F,65 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
6:49 PM 2022-10-18,69.0 °F,57.4 °F,67 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
6:54 PM 2022-10-18,68.1 °F,57.6 °F,69 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
6:59 PM 2022-10-18,66.9 °F,57.2 °F,71 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
7:04 PM 2022-10-18,66.0 °F,57.1 °F,73 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
7:09 PM 2022-10-18,65.5 °F,57.0 °F,74 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
7:14 PM 2022-10-18,65.3 °F,57.1 °F,75 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
7:19 PM 2022-10-18,64.8 °F,57.1 °F,76 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
7:24 PM 2022-10-18,64.1 °F,56.9 °F,77 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
7:29 PM 2022-10-18,63.7 °F,56.9 °F,79 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
7:34 PM 2022-10-18,63.2 °F,56.6 °F,79 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
7:39 PM 2022-10-18,63.4 °F,56.7 °F,79 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
7:44 PM 2022-10-18,63.2 °F,56.9 °F,80 %,NW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
7:49 PM 2022-10-18,63.0 °F,56.9 °F,81 %,NW,0.0 mph,0.1 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
7:54 PM 2022-10-18,62.7 °F,56.7 °F,81 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
7:59 PM 2022-10-18,62.5 °F,56.6 °F,81 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:04 PM 2022-10-18,62.5 °F,56.9 °F,82 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:09 PM 2022-10-18,62.3 °F,56.7 °F,82 %,NW,0.3 mph,0.5 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:14 PM 2022-10-18,62.2 °F,56.7 °F,82 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:19 PM 2022-10-18,61.8 °F,56.6 °F,83 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:24 PM 2022-10-18,61.6 °F,56.4 °F,83 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:29 PM 2022-10-18,61.5 °F,56.6 °F,84 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:34 PM 2022-10-18,61.3 °F,56.5 °F,84 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:39 PM 2022-10-18,61.2 °F,56.3 °F,84 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:44 PM 2022-10-18,60.9 °F,56.1 °F,84 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:49 PM 2022-10-18,60.7 °F,56.2 °F,85 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:54 PM 2022-10-18,60.6 °F,56.4 °F,86 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
8:59 PM 2022-10-18,60.7 °F,56.6 °F,86 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:04 PM 2022-10-18,60.8 °F,56.7 °F,86 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:09 PM 2022-10-18,61.2 °F,57.1 °F,86 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:14 PM 2022-10-18,61.4 °F,56.9 °F,85 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:19 PM 2022-10-18,61.9 °F,57.0 °F,84 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:24 PM 2022-10-18,61.8 °F,56.9 °F,84 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:29 PM 2022-10-18,61.7 °F,57.0 °F,85 %,NW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:34 PM 2022-10-18,61.7 °F,57.2 °F,85 %,NW,0.2 mph,0.2 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:39 PM 2022-10-18,62.5 °F,57.3 °F,83 %,NW,0.5 mph,0.9 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:44 PM 2022-10-18,63.1 °F,57.1 °F,81 %,NNW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:49 PM 2022-10-18,62.0 °F,56.5 °F,82 %,NNE,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:54 PM 2022-10-18,61.3 °F,56.3 °F,84 %,NNE,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
9:59 PM 2022-10-18,61.3 °F,56.4 °F,84 %,NNE,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:04 PM 2022-10-18,61.7 °F,56.8 °F,84 %,,0.1 mph,0.1 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:09 PM 2022-10-18,61.8 °F,56.9 °F,84 %,,0.1 mph,0.2 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:14 PM 2022-10-18,62.0 °F,56.8 °F,83 %,,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:19 PM 2022-10-18,61.9 °F,56.7 °F,83 %,,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:24 PM 2022-10-18,62.0 °F,56.7 °F,83 %,,0.2 mph,0.4 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:29 PM 2022-10-18,62.2 °F,56.9 °F,83 %,,0.3 mph,0.7 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:34 PM 2022-10-18,62.6 °F,57.0 °F,82 %,NNE,0.1 mph,0.2 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:39 PM 2022-10-18,62.4 °F,56.8 °F,82 %,North,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:44 PM 2022-10-18,62.0 °F,56.5 °F,82 %,North,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:49 PM 2022-10-18,61.5 °F,56.3 °F,83 %,North,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:54 PM 2022-10-18,60.9 °F,56.0 °F,84 %,North,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
10:59 PM 2022-10-18,60.6 °F,56.1 °F,85 %,North,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:04 PM 2022-10-18,60.8 °F,56.3 °F,85 %,,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:09 PM 2022-10-18,60.8 °F,56.3 °F,85 %,North,0.0 mph,0.0 mph,30.13 in,0.00 in,0.00 in,0,0 w/m² 
11:14 PM 2022-10-18,60.7 °F,56.2 °F,85 %,North,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:19 PM 2022-10-18,60.4 °F,55.9 °F,85 %,North,0.0 mph,0.0 mph,30.13 in,0.00 in,0.00 in,0,0 w/m² 
11:24 PM 2022-10-18,59.8 °F,55.7 °F,86 %,North,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:29 PM 2022-10-18,59.2 °F,55.2 °F,86 %,North,0.2 mph,0.4 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:34 PM 2022-10-18,59.0 °F,55.3 °F,88 %,ENE,0.3 mph,0.4 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:39 PM 2022-10-18,59.2 °F,56.0 °F,89 %,North,0.3 mph,0.7 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:44 PM 2022-10-18,60.2 °F,56.8 °F,89 %,NNW,1.0 mph,1.1 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:49 PM 2022-10-18,60.7 °F,56.8 °F,87 %,NW,0.7 mph,0.8 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:54 PM 2022-10-18,59.8 °F,55.5 °F,85 %,NNW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
11:59 PM 2022-10-18,58.2 °F,54.1 °F,86 %,NNW,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
12:04 AM 2022-10-19,58.4 °F,54.7 °F,87 %,,0.0 mph,0.0 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
12:09 AM 2022-10-19,58.3 °F,54.8 °F,88 %,NNE,0.2 mph,0.2 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
12:14 AM 2022-10-19,58.8 °F,55.8 °F,90 %,North,0.4 mph,0.9 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
12:19 AM 2022-10-19,59.7 °F,56.5 °F,89 %,,0.2 mph,0.4 mph,30.12 in,0.00 in,0.00 in,0,0 w/m² 
12:24 AM 2022-10-19,59.0 °F,55.4 °F,88 %,NNW,0.0 mph,0.2 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
12:29 AM 2022-10-19,58.1 °F,54.9 °F,89 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
12:34 AM 2022-10-19,58.3 °F,55.4 °F,90 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
12:39 AM 2022-10-19,58.2 °F,55.5 °F,91 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
12:44 AM 2022-10-19,57.7 °F,55.1 °F,91 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
12:49 AM 2022-10-19,57.6 °F,55.0 °F,91 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
12:54 AM 2022-10-19,57.6 °F,55.1 °F,91 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
12:59 AM 2022-10-19,57.4 °F,55.2 °F,92 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
1:04 AM 2022-10-19,57.6 °F,55.4 °F,92 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
1:09 AM 2022-10-19,57.4 °F,55.2 °F,92 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
1:14 AM 2022-10-19,57.1 °F,55.0 °F,92 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
1:19 AM 2022-10-19,56.7 °F,54.5 °F,92 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
1:24 AM 2022-10-19,56.3 °F,54.3 °F,93 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
1:29 AM 2022-10-19,56.8 °F,54.8 °F,93 %,NNW,0.1 mph,0.2 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
1:34 AM 2022-10-19,57.6 °F,55.7 °F,93 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
1:39 AM 2022-10-19,57.9 °F,55.9 °F,93 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
1:44 AM 2022-10-19,57.0 °F,55.1 °F,93 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
1:49 AM 2022-10-19,57.1 °F,55.1 °F,93 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
1:54 AM 2022-10-19,57.4 °F,55.4 °F,93 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
1:59 AM 2022-10-19,56.5 °F,54.5 °F,93 %,NNW,0.1 mph,0.4 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:04 AM 2022-10-19,55.8 °F,54.0 °F,94 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:09 AM 2022-10-19,55.9 °F,54.1 °F,94 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:14 AM 2022-10-19,56.5 °F,54.8 °F,94 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:19 AM 2022-10-19,57.3 °F,55.6 °F,94 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:24 AM 2022-10-19,57.1 °F,55.3 °F,94 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:29 AM 2022-10-19,56.9 °F,55.2 °F,94 %,NNW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,0 w/m² 
2:34 AM 2022-10-19,57.4 °F,55.6 °F,94 %,NW,0.8 mph,1.1 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:39 AM 2022-10-19,57.9 °F,56.0 °F,94 %,NNW,0.3 mph,0.6 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:44 AM 2022-10-19,57.7 °F,55.8 °F,93 %,,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:49 AM 2022-10-19,57.5 °F,55.5 °F,93 %,,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:54 AM 2022-10-19,57.0 °F,55.0 °F,93 %,,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
2:59 AM 2022-10-19,56.2 °F,54.2 °F,93 %,,0.0 mph,0.0 mph,30.09 in,0.00 in,0.00 in,0,0 w/m² 
3:04 AM 2022-10-19,55.9 °F,54.0 °F,93 %,,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
3:09 AM 2022-10-19,56.2 °F,54.4 °F,94 %,,0.1 mph,0.3 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
3:14 AM 2022-10-19,56.7 °F,54.8 °F,94 %,NNW,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m² 
3:19 AM 2022-10-19,56.7 °F,54.9 °F,94 %,NNW,0.0 mph,0.0 mph,30.09 in,0.00 in,0.00 in,0,0 w/m² 
3:24 AM 2022-10-19,56.3 °F,54.3 °F,93 %,NNW,0.0 mph,0.0 mph,30.09 in,0.00 in,0.00 in,0,0 w/m² 
3:29 AM 2022-10-19,55.4 °F,53.5 °F,94 %,NNE,0.1 mph,0.1 mph,30.09 in,0.00 in,0.00 in,0,0 w/m² 
3:34 AM 2022-10-19,55.4 °F,53.6 °F,94 %,NNE,0.3 mph,0.6 mph,30.09 in,0.00 in,0.00 in,0,0 w/m² 
3:39 AM 2022-10-19,55.4 °F,53.6 °F,94 %,NNE,0.0 mph,0.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m² 
3:44 AM 2022-10-19,55.7 °F,54.1 °F,94 %,North,0.0 mph,0.0 mph,30.09 in,0.00 in,0.00 in,0,0 w/m² 
3:49 AM 2022-10-19,55.9 °F,54.1 °F,94 %,North,0.0 mph,0.0 mph,30.09 in,0.00 in,0.00 in,0,0 w/m² 
3:54 AM 2022-10-19,55.9 °F,54.2 °F,94 %,North,0.0 mph,0.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m² 
3:59 AM 2022-10-19,56.0 °F,54.2 °F,94 %,North,0.0 mph,0.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m² 
4:04 AM 2022-10-19,55.4 °F,53.6 °F,94 %,North,0.0 mph,0.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m² 
4:09 AM 2022-10-19,55.0 °F,53.3 °F,94 %,North,0.0 mph,0.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m² 
4:14 AM 2022-10-19,55.0 °F,53.5 °F,95 %,North,0.0 mph,0.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m² 
4:19 AM 2022-10-19,54.9 °F,53.4 °F,95 %,North,0.0 mph,0.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m² 
4:24 AM 2022-10-19,55.0 °F,53.5 °F,95 %,North,0.0 mph,0.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m² 
4:29 AM 2022-10-19,55.0 °F,53.5 °F,95 %,North,0.0 mph,0.0 mph,30.08 in,0.00 in,0.00 in,0,0 w/m² 
4:34 AM 2022-10-19,54.7 °F,53.2 °F,95 %,North,0.0 mph,0.0 mph,30.07 in,0.00 in,0.00 in,0,0 w/m² 
